benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad2,NNHSCAD2999_4,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,8,0.0842,0,35,0.5931,0.2268,0.102,5.225,0.0,0.0,0.0088,0.797,0.5203,0.1797,0.0638,0.0627,0.3125,0.1991,0.0517,0.1066,0.3029,0.0617,0.0197,0.0242,0.1053,12.3895,3.6744,6.177,19.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893,0.0483,0.0176,0.2088,7.9361,4.2894,1.562,18.555,0.1749,0.0577,0.0532,0.2855
iccad2,NNHSCAD2999_4,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,8,0.0842,0,35,0.0,0.0,0.0,29.189,0.0,0.0,0.0,0.0,0.0013,0.1623,0.0496,0.0533,0.2655,0.1943,0.0461,0.1076,0.3444,0.0575,0.0158,0.0254,0.1039,12.716,3.1994,5.757,20.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,0.0965,0.0549,0.411,9.7005,4.2859,2.441,18.262,0.1633,0.047,0.0688,0.2651
iccad2,NNHSCAD2999_4,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,8,0.0842,0,35,0.2048,0.3165,0.0888,11.004,0.0,0.0,0.3099,14.051,0.1409,0.1623,0.0496,0.0533,0.2655,0.1943,0.0461,0.1076,0.3444,0.0575,0.0158,0.0254,0.1039,12.716,3.1994,5.757,20.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,0.0965,0.0549,0.411,9.7005,4.2859,2.441,18.262,0.1633,0.047,0.0688,0.2651
iccad2,NNHSCAD2999_4,TN,NHS,NHS,layercam,20,10035,10035,10240,30,8,0.0842,0,35,0.2704,0.3881,0.1222,5.908,0.0,0.0,0.5846,26.507,0.2038,0.1623,0.0496,0.0533,0.2655,0.1943,0.0461,0.1076,0.3444,0.0575,0.0158,0.0254,0.1039,12.716,3.1994,5.757,20.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,0.0965,0.0549,0.411,9.7005,4.2859,2.441,18.262,0.1633,0.047,0.0688,0.2651
iccad2,NNHSCAD2999_4,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,8,0.0842,0,35,0.423,0.2596,0.097,6.092,0.0,0.0,0.0418,1.893,0.3945,0.1623,0.0496,0.0533,0.2655,0.1943,0.0461,0.1076,0.3444,0.0575,0.0158,0.0254,0.1039,12.716,3.1994,5.757,20.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183,0.0965,0.0549,0.411,9.7005,4.2859,2.441,18.262,0.1633,0.047,0.0688,0.2651
iccad2,NNHSCAD2999_4,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,8,0.0842,0,35,0.0,0.0017,0.0,25.468,0.0,0.0,0.0,0.0,0.0072,0.1598,0.022,0.1158,0.2051,0.1884,0.0233,0.1342,0.2313,0.0564,0.0073,0.0406,0.0704,13.0202,1.9376,9.994,18.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968,0.0947,0.1033,0.4769,8.7913,2.804,3.06,14.128,0.1596,0.0219,0.1112,0.208
iccad2,NNHSCAD2999_4,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,8,0.0842,0,35,0.1576,0.2203,0.073,15.344,0.0,0.0,0.3538,10.696,0.1079,0.1598,0.022,0.1158,0.2051,0.1884,0.0233,0.1342,0.2313,0.0564,0.0073,0.0406,0.0704,13.0202,1.9376,9.994,18.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968,0.0947,0.1033,0.4769,8.7913,2.804,3.06,14.128,0.1596,0.0219,0.1112,0.208
iccad2,NNHSCAD2999_4,TN,NHS,NHS,layercam,30,15053,15053,15360,30,8,0.0842,0,35,0.23,0.3231,0.1047,7.797,0.0,0.0,0.7692,23.251,0.1847,0.1598,0.022,0.1158,0.2051,0.1884,0.0233,0.1342,0.2313,0.0564,0.0073,0.0406,0.0704,13.0202,1.9376,9.994,18.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968,0.0947,0.1033,0.4769,8.7913,2.804,3.06,14.128,0.1596,0.0219,0.1112,0.208
iccad2,NNHSCAD2999_4,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,8,0.0842,0,35,0.3501,0.2755,0.0947,6.296,0.0,0.0,0.2835,8.57,0.3272,0.1598,0.022,0.1158,0.2051,0.1884,0.0233,0.1342,0.2313,0.0564,0.0073,0.0406,0.0704,13.0202,1.9376,9.994,18.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968,0.0947,0.1033,0.4769,8.7913,2.804,3.06,14.128,0.1596,0.0219,0.1112,0.208
iccad2,NNHSCAD2993_1,TN,NHS,NHS,gradcam,10,5018,5018,5120,30,1,0.088,0,4,0.0,0.0,0.0,43.101,0.0,0.0,0.0,0.0,0.0,0.0732,0.0669,0.0,0.225,0.1689,0.0884,0.0,0.3809,0.0199,0.0133,0.0,0.048,47.3767,13.0169,25.425,75.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.1344,0.0,0.5,0.8463,1.3647,0.0,5.078,0.0728,0.0583,0.0,0.1971
iccad2,NNHSCAD2993_1,TN,NHS,NHS,gradcam_plus,10,5018,5018,5120,30,1,0.088,0,4,0.7098,0.2902,0.1421,4.894,0.0,0.0,0.6538,6.776,0.5508,0.0732,0.0669,0.0,0.225,0.1689,0.0884,0.0,0.3809,0.0199,0.0133,0.0,0.048,47.3767,13.0169,25.425,75.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.1344,0.0,0.5,0.8463,1.3647,0.0,5.078,0.0728,0.0583,0.0,0.1971
iccad2,NNHSCAD2993_1,TN,NHS,NHS,layercam,10,5018,5018,5120,30,1,0.088,0,4,0.1497,0.3386,0.0889,32.27,0.0,0.0,0.25,2.591,0.1781,0.0732,0.0669,0.0,0.225,0.1689,0.0884,0.0,0.3809,0.0199,0.0133,0.0,0.048,47.3767,13.0169,25.425,75.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.1344,0.0,0.5,0.8463,1.3647,0.0,5.078,0.0728,0.0583,0.0,0.1971
iccad2,NNHSCAD2993_1,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,1,0.088,0,4,0.5931,0.4069,0.118,5.667,0.0,0.0,0.0,0.0,0.5208,0.0732,0.0669,0.0,0.225,0.1689,0.0884,0.0,0.3809,0.0199,0.0133,0.0,0.048,47.3767,13.0169,25.425,75.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.1344,0.0,0.5,0.8463,1.3647,0.0,5.078,0.0728,0.0583,0.0,0.1971
iccad2,NNHSCAD2993_1,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,1,0.088,0,4,0.0,0.0,0.0,45.402,0.0,0.0,0.0,0.0,0.0,0.0844,0.0497,0.0156,0.1922,0.1942,0.0679,0.0761,0.3162,0.0252,0.0117,0.009,0.0465,45.9797,9.0399,30.004,65.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.1434,0.0,0.5,0.9313,0.7282,0.0,2.539,0.0863,0.0458,0.0227,0.1811
iccad2,NNHSCAD2993_1,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,1,0.088,0,4,0.4379,0.5621,0.1228,5.993,0.0,0.0,1.0,5.182,0.4171,0.0844,0.0497,0.0156,0.1922,0.1942,0.0679,0.0761,0.3162,0.0252,0.0117,0.009,0.0465,45.9797,9.0399,30.004,65.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.1434,0.0,0.5,0.9313,0.7282,0.0,2.539,0.0863,0.0458,0.0227,0.1811
iccad2,NNHSCAD2993_1,TN,NHS,NHS,layercam,20,10035,10035,10240,30,1,0.088,0,4,0.1306,0.276,0.0611,37.819,0.0,0.0,0.4038,2.093,0.1409,0.0844,0.0497,0.0156,0.1922,0.1942,0.0679,0.0761,0.3162,0.0252,0.0117,0.009,0.0465,45.9797,9.0399,30.004,65.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.1434,0.0,0.5,0.9313,0.7282,0.0,2.539,0.0863,0.0458,0.0227,0.1811
iccad2,NNHSCAD2993_1,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,1,0.088,0,4,0.4337,0.5217,0.1186,6.842,0.0,0.0,0.5,2.591,0.4087,0.0844,0.0497,0.0156,0.1922,0.1942,0.0679,0.0761,0.3162,0.0252,0.0117,0.009,0.0465,45.9797,9.0399,30.004,65.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.1434,0.0,0.5,0.9313,0.7282,0.0,2.539,0.0863,0.0458,0.0227,0.1811
iccad2,NNHSCAD2993_1,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,1,0.088,0,4,0.0,0.0,0.0,49.326,0.0,0.0,0.0,0.0,0.0,0.081,0.0461,0.0052,0.1926,0.1802,0.0658,0.0652,0.2836,0.0232,0.0097,0.0035,0.0408,49.046,8.2797,30.982,65.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3583,0.2556,0.0,0.75,1.2131,0.8655,0.0,2.539,0.0804,0.041,0.0074,0.1718
iccad2,NNHSCAD2993_1,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,1,0.088,0,4,0.2932,0.4367,0.0832,21.018,0.0,0.0,1.0,3.454,0.2813,0.081,0.0461,0.0052,0.1926,0.1802,0.0658,0.0652,0.2836,0.0232,0.0097,0.0035,0.0408,49.046,8.2797,30.982,65.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3583,0.2556,0.0,0.75,1.2131,0.8655,0.0,2.539,0.0804,0.041,0.0074,0.1718
iccad2,NNHSCAD2993_1,TN,NHS,NHS,layercam,30,15053,15053,15360,30,1,0.088,0,4,0.1125,0.2488,0.0464,41.537,0.0,0.0,0.6731,2.325,0.119,0.081,0.0461,0.0052,0.1926,0.1802,0.0658,0.0652,0.2836,0.0232,0.0097,0.0035,0.0408,49.046,8.2797,30.982,65.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3583,0.2556,0.0,0.75,1.2131,0.8655,0.0,2.539,0.0804,0.041,0.0074,0.1718
iccad2,NNHSCAD2993_1,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,1,0.088,0,4,0.2932,0.5502,0.0832,10.095,0.0,0.0,0.9808,3.388,0.2908,0.081,0.0461,0.0052,0.1926,0.1802,0.0658,0.0652,0.2836,0.0232,0.0097,0.0035,0.0408,49.046,8.2797,30.982,65.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3583,0.2556,0.0,0.75,1.2131,0.8655,0.0,2.539,0.0804,0.041,0.0074,0.1718
iccad2,NNHSCAD2993_2,TN,NHS,NHS,gradcam,10,5018,5018,5120,30,1,0.088,0,4,0.0,0.0,0.0,43.101,0.0,0.0,0.0,0.0,0.0,0.0942,0.0697,0.0,0.2562,0.1951,0.0975,0.0375,0.4184,0.0265,0.0151,0.0,0.0563,46.4124,12.8696,27.949,78.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.1367,0.0,0.5,0.931,1.3881,0.0,5.078,0.0934,0.0619,0.0002,0.242
iccad2,NNHSCAD2993_2,TN,NHS,NHS,gradcam_plus,10,5018,5018,5120,30,1,0.088,0,4,0.7098,0.2902,0.1421,4.894,0.0,0.0,0.6538,6.776,0.5508,0.0942,0.0697,0.0,0.2562,0.1951,0.0975,0.0375,0.4184,0.0265,0.0151,0.0,0.0563,46.4124,12.8696,27.949,78.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.1367,0.0,0.5,0.931,1.3881,0.0,5.078,0.0934,0.0619,0.0002,0.242
iccad2,NNHSCAD2993_2,TN,NHS,NHS,layercam,10,5018,5018,5120,30,1,0.088,0,4,0.1497,0.3386,0.0889,32.27,0.0,0.0,0.25,2.591,0.1781,0.0942,0.0697,0.0,0.2562,0.1951,0.0975,0.0375,0.4184,0.0265,0.0151,0.0,0.0563,46.4124,12.8696,27.949,78.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.1367,0.0,0.5,0.931,1.3881,0.0,5.078,0.0934,0.0619,0.0002,0.242
iccad2,NNHSCAD2993_2,TN,NHS,NHS,occlusion,10,5018,5018,5120,30,1,0.088,0,4,0.5931,0.4069,0.118,5.667,0.0,0.0,0.0,0.0,0.5208,0.0942,0.0697,0.0,0.2562,0.1951,0.0975,0.0375,0.4184,0.0265,0.0151,0.0,0.0563,46.4124,12.8696,27.949,78.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0917,0.1367,0.0,0.5,0.931,1.3881,0.0,5.078,0.0934,0.0619,0.0002,0.242
iccad2,NNHSCAD2993_2,TN,NHS,NHS,gradcam,20,10035,10035,10240,30,1,0.088,0,4,0.0,0.0,0.0,45.402,0.0,0.0,0.0,0.0,0.0,0.0787,0.0488,0.0,0.2,0.1974,0.0662,0.0187,0.3022,0.0258,0.01,0.0,0.0469,47.6677,7.5063,32.502,62.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.2134,0.0,0.75,0.9312,1.084,0.0,3.809,0.0832,0.0424,0.0001,0.1928
iccad2,NNHSCAD2993_2,TN,NHS,NHS,gradcam_plus,20,10035,10035,10240,30,1,0.088,0,4,0.4379,0.5621,0.1228,5.993,0.0,0.0,1.0,5.182,0.4171,0.0787,0.0488,0.0,0.2,0.1974,0.0662,0.0187,0.3022,0.0258,0.01,0.0,0.0469,47.6677,7.5063,32.502,62.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.2134,0.0,0.75,0.9312,1.084,0.0,3.809,0.0832,0.0424,0.0001,0.1928
iccad2,NNHSCAD2993_2,TN,NHS,NHS,layercam,20,10035,10035,10240,30,1,0.088,0,4,0.1306,0.276,0.0611,37.819,0.0,0.0,0.4038,2.093,0.1409,0.0787,0.0488,0.0,0.2,0.1974,0.0662,0.0187,0.3022,0.0258,0.01,0.0,0.0469,47.6677,7.5063,32.502,62.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.2134,0.0,0.75,0.9312,1.084,0.0,3.809,0.0832,0.0424,0.0001,0.1928
iccad2,NNHSCAD2993_2,TN,NHS,NHS,occlusion,20,10035,10035,10240,30,1,0.088,0,4,0.4337,0.5217,0.1186,6.842,0.0,0.0,0.5,2.591,0.4087,0.0787,0.0488,0.0,0.2,0.1974,0.0662,0.0187,0.3022,0.0258,0.01,0.0,0.0469,47.6677,7.5063,32.502,62.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.2134,0.0,0.75,0.9312,1.084,0.0,3.809,0.0832,0.0424,0.0001,0.1928
iccad2,NNHSCAD2993_2,TN,NHS,NHS,gradcam,30,15053,15053,15360,30,1,0.088,0,4,0.0,0.0,0.0,49.326,0.0,0.0,0.0,0.0,0.0,0.0935,0.0345,0.0343,0.1708,0.177,0.0471,0.0708,0.2854,0.0244,0.0067,0.0125,0.0375,48.5983,7.0564,35.977,68.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.254,0.0,0.75,0.8745,0.8599,0.0,2.539,0.0914,0.0304,0.0397,0.1615
iccad2,NNHSCAD2993_2,TN,NHS,NHS,gradcam_plus,30,15053,15053,15360,30,1,0.088,0,4,0.2932,0.4367,0.0832,21.018,0.0,0.0,1.0,3.454,0.2813,0.0935,0.0345,0.0343,0.1708,0.177,0.0471,0.0708,0.2854,0.0244,0.0067,0.0125,0.0375,48.5983,7.0564,35.977,68.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.254,0.0,0.75,0.8745,0.8599,0.0,2.539,0.0914,0.0304,0.0397,0.1615
iccad2,NNHSCAD2993_2,TN,NHS,NHS,layercam,30,15053,15053,15360,30,1,0.088,0,4,0.1125,0.2488,0.0464,41.537,0.0,0.0,0.6731,2.325,0.119,0.0935,0.0345,0.0343,0.1708,0.177,0.0471,0.0708,0.2854,0.0244,0.0067,0.0125,0.0375,48.5983,7.0564,35.977,68.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.254,0.0,0.75,0.8745,0.8599,0.0,2.539,0.0914,0.0304,0.0397,0.1615
iccad2,NNHSCAD2993_2,TN,NHS,NHS,occlusion,30,15053,15053,15360,30,1,0.088,0,4,0.2932,0.5502,0.0832,10.095,0.0,0.0,0.9808,3.388,0.2908,0.0935,0.0345,0.0343,0.1708,0.177,0.0471,0.0708,0.2854,0.0244,0.0067,0.0125,0.0375,48.5983,7.0564,35.977,68.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.254,0.0,0.75,0.8745,0.8599,0.0,2.539,0.0914,0.0304,0.0397,0.1615
iccad2,NNHSCAD23820_8,FP,NHS,HS,gradcam,10,5018,5018,5120,30,8,0.088,0,28,0.5151,0.3645,0.2077,1.765,0.0,0.0,0.0549,3.986,0.5144,0.3038,0.0712,0.168,0.4295,0.1613,0.0312,0.1072,0.2119,0.1009,0.0225,0.0594,0.1375,6.8997,1.2576,5.069,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095,0.0766,0.0,0.3214,7.7863,5.443,0.0,22.852,0.3073,0.0519,0.1966,0.4131
iccad2,NNHSCAD23820_8,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,8,0.088,0,28,0.5048,0.3547,0.2712,1.676,0.0,0.0,0.2802,20.327,0.4101,0.3038,0.0712,0.168,0.4295,0.1613,0.0312,0.1072,0.2119,0.1009,0.0225,0.0594,0.1375,6.8997,1.2576,5.069,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095,0.0766,0.0,0.3214,7.7863,5.443,0.0,22.852,0.3073,0.0519,0.1966,0.4131
iccad2,NNHSCAD23820_8,FP,NHS,HS,layercam,10,5018,5018,5120,30,8,0.088,0,28,0.5118,0.3456,0.2312,1.742,0.0,0.0,0.0714,5.181,0.4744,0.3038,0.0712,0.168,0.4295,0.1613,0.0312,0.1072,0.2119,0.1009,0.0225,0.0594,0.1375,6.8997,1.2576,5.069,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095,0.0766,0.0,0.3214,7.7863,5.443,0.0,22.852,0.3073,0.0519,0.1966,0.4131
iccad2,NNHSCAD23820_8,FP,NHS,HS,occlusion,10,5018,5018,5120,30,8,0.088,0,28,0.5476,0.3663,0.2503,1.559,0.0,0.0,0.0,0.0,0.477,0.3038,0.0712,0.168,0.4295,0.1613,0.0312,0.1072,0.2119,0.1009,0.0225,0.0594,0.1375,6.8997,1.2576,5.069,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095,0.0766,0.0,0.3214,7.7863,5.443,0.0,22.852,0.3073,0.0519,0.1966,0.4131
iccad2,NNHSCAD23820_8,FP,NHS,HS,gradcam,20,10035,10035,10240,30,8,0.088,0,28,0.4762,0.3172,0.2071,2.056,0.0,0.0,0.2555,9.268,0.4639,0.2748,0.0477,0.1485,0.357,0.1474,0.0255,0.1058,0.2139,0.0921,0.0168,0.06,0.1316,7.4774,0.9792,5.318,9.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.1048,0.0714,0.5,8.6752,3.7241,2.539,17.773,0.2821,0.0345,0.1987,0.3414
iccad2,NNHSCAD23820_8,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,8,0.088,0,28,0.4297,0.2785,0.1689,3.584,0.0,0.0,0.489,17.738,0.3484,0.2748,0.0477,0.1485,0.357,0.1474,0.0255,0.1058,0.2139,0.0921,0.0168,0.06,0.1316,7.4774,0.9792,5.318,9.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.1048,0.0714,0.5,8.6752,3.7241,2.539,17.773,0.2821,0.0345,0.1987,0.3414
iccad2,NNHSCAD23820_8,FP,NHS,HS,layercam,20,10035,10035,10240,30,8,0.088,0,28,0.4463,0.3072,0.2,2.348,0.0,0.0,0.2418,8.769,0.4149,0.2748,0.0477,0.1485,0.357,0.1474,0.0255,0.1058,0.2139,0.0921,0.0168,0.06,0.1316,7.4774,0.9792,5.318,9.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.1048,0.0714,0.5,8.6752,3.7241,2.539,17.773,0.2821,0.0345,0.1987,0.3414
iccad2,NNHSCAD23820_8,FP,NHS,HS,occlusion,20,10035,10035,10240,30,8,0.088,0,28,0.5166,0.2711,0.1913,3.254,0.0,0.0,0.0,0.0,0.4554,0.2748,0.0477,0.1485,0.357,0.1474,0.0255,0.1058,0.2139,0.0921,0.0168,0.06,0.1316,7.4774,0.9792,5.318,9.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.1048,0.0714,0.5,8.6752,3.7241,2.539,17.773,0.2821,0.0345,0.1987,0.3414
iccad2,NNHSCAD23820_8,FP,NHS,HS,gradcam,30,15053,15053,15360,30,8,0.088,0,28,0.4098,0.3156,0.1807,2.441,0.0,0.0,0.4396,10.629,0.4425,0.2882,0.0362,0.2251,0.3564,0.1454,0.0125,0.1194,0.1847,0.0922,0.0081,0.0779,0.1173,7.3897,0.5314,6.067,8.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3345,0.1418,0.1071,0.6071,7.9275,3.3606,2.539,14.388,0.2912,0.0272,0.2468,0.339
iccad2,NNHSCAD23820_8,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,8,0.088,0,28,0.3682,0.2212,0.1495,5.242,0.0,0.0,0.5989,14.482,0.2978,0.2882,0.0362,0.2251,0.3564,0.1454,0.0125,0.1194,0.1847,0.0922,0.0081,0.0779,0.1173,7.3897,0.5314,6.067,8.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3345,0.1418,0.1071,0.6071,7.9275,3.3606,2.539,14.388,0.2912,0.0272,0.2468,0.339
iccad2,NNHSCAD23820_8,FP,NHS,HS,layercam,30,15053,15053,15360,30,8,0.088,0,28,0.3939,0.2726,0.1717,3.082,0.0,0.0,0.4615,11.161,0.3786,0.2882,0.0362,0.2251,0.3564,0.1454,0.0125,0.1194,0.1847,0.0922,0.0081,0.0779,0.1173,7.3897,0.5314,6.067,8.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3345,0.1418,0.1071,0.6071,7.9275,3.3606,2.539,14.388,0.2912,0.0272,0.2468,0.339
iccad2,NNHSCAD23820_8,FP,NHS,HS,occlusion,30,15053,15053,15360,30,8,0.088,0,28,0.5166,0.2229,0.1639,4.04,0.0,0.0,0.0577,1.395,0.4552,0.2882,0.0362,0.2251,0.3564,0.1454,0.0125,0.1194,0.1847,0.0922,0.0081,0.0779,0.1173,7.3897,0.5314,6.067,8.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3345,0.1418,0.1071,0.6071,7.9275,3.3606,2.539,14.388,0.2912,0.0272,0.2468,0.339
iccad2,NNHSCAD22521_9,FP,NHS,HS,gradcam,10,5018,5018,5120,30,6,0.0842,0,24,0.4853,0.5036,0.2228,1.707,0.0,0.0,0.1314,8.171,0.4916,0.2842,0.107,0.0969,0.55,0.1892,0.0494,0.0945,0.301,0.0903,0.0321,0.0332,0.175,8.2144,2.5812,3.568,13.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0777,0.0,0.25,6.8553,4.7342,0.0,15.234,0.2832,0.0782,0.1394,0.4753
iccad2,NNHSCAD22521_9,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,6,0.0842,0,24,0.5391,0.4582,0.1973,1.773,0.0,0.0,0.0962,5.978,0.4784,0.2842,0.107,0.0969,0.55,0.1892,0.0494,0.0945,0.301,0.0903,0.0321,0.0332,0.175,8.2144,2.5812,3.568,13.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0777,0.0,0.25,6.8553,4.7342,0.0,15.234,0.2832,0.0782,0.1394,0.4753
iccad2,NNHSCAD22521_9,FP,NHS,HS,layercam,10,5018,5018,5120,30,6,0.0842,0,24,0.5134,0.4669,0.2363,1.663,0.0,0.0,0.0545,3.388,0.4764,0.2842,0.107,0.0969,0.55,0.1892,0.0494,0.0945,0.301,0.0903,0.0321,0.0332,0.175,8.2144,2.5812,3.568,13.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0777,0.0,0.25,6.8553,4.7342,0.0,15.234,0.2832,0.0782,0.1394,0.4753
iccad2,NNHSCAD22521_9,FP,NHS,HS,occlusion,10,5018,5018,5120,30,6,0.0842,0,24,0.5448,0.4552,0.2491,1.562,0.0,0.0,0.0,0.0,0.4735,0.2842,0.107,0.0969,0.55,0.1892,0.0494,0.0945,0.301,0.0903,0.0321,0.0332,0.175,8.2144,2.5812,3.568,13.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0777,0.0,0.25,6.8553,4.7342,0.0,15.234,0.2832,0.0782,0.1394,0.4753
iccad2,NNHSCAD22521_9,FP,NHS,HS,gradcam,20,10035,10035,10240,30,6,0.0842,0,24,0.4161,0.4091,0.1906,2.552,0.0,0.0,0.3109,9.666,0.4168,0.2876,0.0552,0.1848,0.4077,0.1916,0.0246,0.1382,0.2356,0.0922,0.0151,0.0621,0.1146,8.2156,1.3559,5.873,10.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.117,0.0,0.4167,6.4746,3.566,0.0,12.695,0.2862,0.045,0.2078,0.3835
iccad2,NNHSCAD22521_9,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,6,0.0842,0,24,0.5436,0.4446,0.2539,1.587,0.0,0.0,0.4167,12.955,0.4355,0.2876,0.0552,0.1848,0.4077,0.1916,0.0246,0.1382,0.2356,0.0922,0.0151,0.0621,0.1146,8.2156,1.3559,5.873,10.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.117,0.0,0.4167,6.4746,3.566,0.0,12.695,0.2862,0.045,0.2078,0.3835
