benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,is_degenerate_map,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad5,NNHSCAD5999_9,TN,NHS,NHS,gradcam,10,True,5018,5018,5120,30,2,0.0344,0,8,0.0745,0.1965,0.0177,26.041,0.0,0.0,0.0,0.0,0.0753,0.0596,0.0449,0.0,0.1814,0.1767,0.083,0.0,0.3436,0.0145,0.0099,0.0,0.0449,27.5077,8.2157,10.482,45.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.118,0.0,0.4615,1.9141,2.3982,0.0,9.375,0.0607,0.0312,0.0,0.137
iccad5,NNHSCAD5999_9,TN,NHS,NHS,gradcam_plus,10,False,5018,5018,5120,30,2,0.0344,0,8,0.4743,0.4408,0.0861,3.368,0.0,0.0,0.8942,18.533,0.2101,0.0596,0.0449,0.0,0.1814,0.1767,0.083,0.0,0.3436,0.0145,0.0099,0.0,0.0449,27.5077,8.2157,10.482,45.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.118,0.0,0.4615,1.9141,2.3982,0.0,9.375,0.0607,0.0312,0.0,0.137
iccad5,NNHSCAD5999_9,TN,NHS,NHS,layercam,10,False,5018,5018,5120,30,2,0.0344,0,8,0.1427,0.5347,0.0347,8.884,0.0,0.0,0.7692,15.943,0.1419,0.0596,0.0449,0.0,0.1814,0.1767,0.083,0.0,0.3436,0.0145,0.0099,0.0,0.0449,27.5077,8.2157,10.482,45.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.118,0.0,0.4615,1.9141,2.3982,0.0,9.375,0.0607,0.0312,0.0,0.137
iccad5,NNHSCAD5999_9,TN,NHS,NHS,occlusion,10,False,5018,5018,5120,30,2,0.0344,0,8,0.2168,0.4928,0.0446,7.529,0.0,0.0,0.0096,0.199,0.1987,0.0596,0.0449,0.0,0.1814,0.1767,0.083,0.0,0.3436,0.0145,0.0099,0.0,0.0449,27.5077,8.2157,10.482,45.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.118,0.0,0.4615,1.9141,2.3982,0.0,9.375,0.0607,0.0312,0.0,0.137
iccad5,NNHSCAD5999_9,TN,NHS,NHS,gradcam,20,True,10035,10035,10240,30,2,0.0344,0,8,0.0754,0.1962,0.0178,25.998,0.0,0.0,0.0,0.0,0.0757,0.0639,0.0259,0.0063,0.1265,0.1899,0.055,0.0618,0.3001,0.0158,0.0052,0.0031,0.025,26.3737,5.3726,16.225,37.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,0.1754,0.0,0.5769,2.0573,1.7814,0.0,5.859,0.065,0.0186,0.0223,0.1012
iccad5,NNHSCAD5999_9,TN,NHS,NHS,gradcam_plus,20,False,10035,10035,10240,30,2,0.0344,0,8,0.3076,0.5136,0.0619,5.394,0.0,0.0,0.9904,10.264,0.1967,0.0639,0.0259,0.0063,0.1265,0.1899,0.055,0.0618,0.3001,0.0158,0.0052,0.0031,0.025,26.3737,5.3726,16.225,37.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,0.1754,0.0,0.5769,2.0573,1.7814,0.0,5.859,0.065,0.0186,0.0223,0.1012
iccad5,NNHSCAD5999_9,TN,NHS,NHS,layercam,20,False,10035,10035,10240,30,2,0.0344,0,8,0.1391,0.4195,0.0357,12.029,0.0,0.0,0.8654,8.969,0.1277,0.0639,0.0259,0.0063,0.1265,0.1899,0.055,0.0618,0.3001,0.0158,0.0052,0.0031,0.025,26.3737,5.3726,16.225,37.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,0.1754,0.0,0.5769,2.0573,1.7814,0.0,5.859,0.065,0.0186,0.0223,0.1012
iccad5,NNHSCAD5999_9,TN,NHS,NHS,occlusion,20,False,10035,10035,10240,30,2,0.0344,0,8,0.1846,0.4407,0.0416,8.967,0.0,0.0,0.375,3.886,0.1702,0.0639,0.0259,0.0063,0.1265,0.1899,0.055,0.0618,0.3001,0.0158,0.0052,0.0031,0.025,26.3737,5.3726,16.225,37.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026,0.1754,0.0,0.5769,2.0573,1.7814,0.0,5.859,0.065,0.0186,0.0223,0.1012
iccad5,NNHSCAD5999_9,TN,NHS,NHS,gradcam,30,True,15053,15053,15360,30,2,0.0344,0,8,0.0736,0.1981,0.0181,25.948,0.0,0.0,0.5,3.454,0.0711,0.0663,0.0172,0.0281,0.1051,0.1922,0.0365,0.0917,0.2598,0.0162,0.0041,0.0066,0.0243,25.9506,3.5994,18.711,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532,0.1701,0.0,0.7692,2.3915,1.1517,0.0,5.208,0.0654,0.0128,0.0373,0.0871
iccad5,NNHSCAD5999_9,TN,NHS,NHS,gradcam_plus,30,False,15053,15053,15360,30,2,0.0344,0,8,0.2168,0.3991,0.0526,11.345,0.0,0.0,1.0,6.909,0.1482,0.0663,0.0172,0.0281,0.1051,0.1922,0.0365,0.0917,0.2598,0.0162,0.0041,0.0066,0.0243,25.9506,3.5994,18.711,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532,0.1701,0.0,0.7692,2.3915,1.1517,0.0,5.208,0.0654,0.0128,0.0373,0.0871
iccad5,NNHSCAD5999_9,TN,NHS,NHS,layercam,30,False,15053,15053,15360,30,2,0.0344,0,8,0.1261,0.3427,0.0306,14.941,0.0,0.0,0.875,6.045,0.1113,0.0663,0.0172,0.0281,0.1051,0.1922,0.0365,0.0917,0.2598,0.0162,0.0041,0.0066,0.0243,25.9506,3.5994,18.711,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532,0.1701,0.0,0.7692,2.3915,1.1517,0.0,5.208,0.0654,0.0128,0.0373,0.0871
iccad5,NNHSCAD5999_9,TN,NHS,NHS,occlusion,30,False,15053,15053,15360,30,2,0.0344,0,8,0.1466,0.3664,0.0341,11.004,0.0,0.0,0.5865,4.052,0.1365,0.0663,0.0172,0.0281,0.1051,0.1922,0.0365,0.0917,0.2598,0.0162,0.0041,0.0066,0.0243,25.9506,3.5994,18.711,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532,0.1701,0.0,0.7692,2.3915,1.1517,0.0,5.208,0.0654,0.0128,0.0373,0.0871
iccad5,NNHSCAD5999_6,TN,NHS,NHS,gradcam,10,True,5018,5018,5120,30,2,0.0344,0,8,0.0745,0.1965,0.0177,26.041,0.0,0.0,0.0,0.0,0.0753,0.0586,0.0369,0.0,0.1377,0.1729,0.0692,0.0688,0.3436,0.0145,0.0084,0.0,0.0387,27.864,6.7259,11.614,39.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.1266,0.0,0.5577,2.0963,2.5724,0.0,11.328,0.0583,0.0247,0.018,0.1223
iccad5,NNHSCAD5999_6,TN,NHS,NHS,gradcam_plus,10,False,5018,5018,5120,30,2,0.0344,0,8,0.4743,0.4408,0.0861,3.368,0.0,0.0,0.8942,18.533,0.2101,0.0586,0.0369,0.0,0.1377,0.1729,0.0692,0.0688,0.3436,0.0145,0.0084,0.0,0.0387,27.864,6.7259,11.614,39.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.1266,0.0,0.5577,2.0963,2.5724,0.0,11.328,0.0583,0.0247,0.018,0.1223
iccad5,NNHSCAD5999_6,TN,NHS,NHS,layercam,10,False,5018,5018,5120,30,2,0.0344,0,8,0.1427,0.5347,0.0347,8.884,0.0,0.0,0.7692,15.943,0.1419,0.0586,0.0369,0.0,0.1377,0.1729,0.0692,0.0688,0.3436,0.0145,0.0084,0.0,0.0387,27.864,6.7259,11.614,39.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.1266,0.0,0.5577,2.0963,2.5724,0.0,11.328,0.0583,0.0247,0.018,0.1223
iccad5,NNHSCAD5999_6,TN,NHS,NHS,occlusion,10,False,5018,5018,5120,30,2,0.0344,0,8,0.2168,0.4928,0.0446,7.529,0.0,0.0,0.0096,0.199,0.1987,0.0586,0.0369,0.0,0.1377,0.1729,0.0692,0.0688,0.3436,0.0145,0.0084,0.0,0.0387,27.864,6.7259,11.614,39.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.1266,0.0,0.5577,2.0963,2.5724,0.0,11.328,0.0583,0.0247,0.018,0.1223
iccad5,NNHSCAD5999_6,TN,NHS,NHS,gradcam,20,True,10035,10035,10240,30,2,0.0344,0,8,0.0754,0.1962,0.0178,25.998,0.0,0.0,0.0,0.0,0.0757,0.0624,0.0241,0.0281,0.1188,0.1812,0.0456,0.0688,0.2635,0.0151,0.006,0.0052,0.0304,27.1298,4.4039,18.172,37.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2071,0.1565,0.0,0.5962,2.1029,1.5897,0.0,6.055,0.0619,0.0152,0.0318,0.0904
iccad5,NNHSCAD5999_6,TN,NHS,NHS,gradcam_plus,20,False,10035,10035,10240,30,2,0.0344,0,8,0.3076,0.5136,0.0619,5.394,0.0,0.0,0.9904,10.264,0.1967,0.0624,0.0241,0.0281,0.1188,0.1812,0.0456,0.0688,0.2635,0.0151,0.006,0.0052,0.0304,27.1298,4.4039,18.172,37.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2071,0.1565,0.0,0.5962,2.1029,1.5897,0.0,6.055,0.0619,0.0152,0.0318,0.0904
iccad5,NNHSCAD5999_6,TN,NHS,NHS,layercam,20,False,10035,10035,10240,30,2,0.0344,0,8,0.1391,0.4195,0.0357,12.029,0.0,0.0,0.8654,8.969,0.1277,0.0624,0.0241,0.0281,0.1188,0.1812,0.0456,0.0688,0.2635,0.0151,0.006,0.0052,0.0304,27.1298,4.4039,18.172,37.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2071,0.1565,0.0,0.5962,2.1029,1.5897,0.0,6.055,0.0619,0.0152,0.0318,0.0904
iccad5,NNHSCAD5999_6,TN,NHS,NHS,occlusion,20,False,10035,10035,10240,30,2,0.0344,0,8,0.1846,0.4407,0.0416,8.967,0.0,0.0,0.375,3.886,0.1702,0.0624,0.0241,0.0281,0.1188,0.1812,0.0456,0.0688,0.2635,0.0151,0.006,0.0052,0.0304,27.1298,4.4039,18.172,37.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2071,0.1565,0.0,0.5962,2.1029,1.5897,0.0,6.055,0.0619,0.0152,0.0318,0.0904
iccad5,NNHSCAD5999_6,TN,NHS,NHS,gradcam,30,True,15053,15053,15360,30,2,0.0344,0,8,0.0736,0.1981,0.0181,25.948,0.0,0.0,0.5,3.454,0.0711,0.0629,0.0172,0.0187,0.0895,0.177,0.037,0.1161,0.2628,0.0151,0.004,0.0043,0.021,27.3688,3.6269,19.043,33.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3288,0.1311,0.0385,0.5962,2.2265,0.8878,0.26,4.036,0.0607,0.0137,0.0307,0.088
iccad5,NNHSCAD5999_6,TN,NHS,NHS,gradcam_plus,30,False,15053,15053,15360,30,2,0.0344,0,8,0.2168,0.3991,0.0526,11.345,0.0,0.0,1.0,6.909,0.1482,0.0629,0.0172,0.0187,0.0895,0.177,0.037,0.1161,0.2628,0.0151,0.004,0.0043,0.021,27.3688,3.6269,19.043,33.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3288,0.1311,0.0385,0.5962,2.2265,0.8878,0.26,4.036,0.0607,0.0137,0.0307,0.088
iccad5,NNHSCAD5999_6,TN,NHS,NHS,layercam,30,False,15053,15053,15360,30,2,0.0344,0,8,0.1261,0.3427,0.0306,14.941,0.0,0.0,0.875,6.045,0.1113,0.0629,0.0172,0.0187,0.0895,0.177,0.037,0.1161,0.2628,0.0151,0.004,0.0043,0.021,27.3688,3.6269,19.043,33.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3288,0.1311,0.0385,0.5962,2.2265,0.8878,0.26,4.036,0.0607,0.0137,0.0307,0.088
iccad5,NNHSCAD5999_6,TN,NHS,NHS,occlusion,30,False,15053,15053,15360,30,2,0.0344,0,8,0.1466,0.3664,0.0341,11.004,0.0,0.0,0.5865,4.052,0.1365,0.0629,0.0172,0.0187,0.0895,0.177,0.037,0.1161,0.2628,0.0151,0.004,0.0043,0.021,27.3688,3.6269,19.043,33.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3288,0.1311,0.0385,0.5962,2.2265,0.8878,0.26,4.036,0.0607,0.0137,0.0307,0.088
iccad5,NHSCAD538_2,FP,NHS,HS,gradcam,10,False,5018,5018,5120,30,10,0.0344,0,40,0.3206,0.2607,0.1112,1.607,0.0,0.0,0.3577,37.067,0.44,0.3043,0.0944,0.1502,0.4813,0.1502,0.0295,0.1018,0.2016,0.0726,0.0215,0.0375,0.1125,6.795,2.3975,2.248,10.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.0926,0.0,0.2942,9.6158,9.4038,0.0,29.883,0.3086,0.0722,0.1808,0.4541
iccad5,NHSCAD538_2,FP,NHS,HS,gradcam_plus,10,False,5018,5018,5120,30,10,0.0344,0,40,0.283,0.1684,0.0775,4.71,0.0,0.0,0.4558,47.23,0.274,0.3043,0.0944,0.1502,0.4813,0.1502,0.0295,0.1018,0.2016,0.0726,0.0215,0.0375,0.1125,6.795,2.3975,2.248,10.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.0926,0.0,0.2942,9.6158,9.4038,0.0,29.883,0.3086,0.0722,0.1808,0.4541
iccad5,NHSCAD538_2,FP,NHS,HS,layercam,10,False,5018,5018,5120,30,10,0.0344,0,40,0.5233,0.2228,0.121,1.786,0.0,0.0,0.1654,17.138,0.4624,0.3043,0.0944,0.1502,0.4813,0.1502,0.0295,0.1018,0.2016,0.0726,0.0215,0.0375,0.1125,6.795,2.3975,2.248,10.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.0926,0.0,0.2942,9.6158,9.4038,0.0,29.883,0.3086,0.0722,0.1808,0.4541
iccad5,NHSCAD538_2,FP,NHS,HS,occlusion,10,False,5018,5018,5120,30,10,0.0344,0,40,0.4998,0.231,0.1186,2.207,0.0,0.0,0.2635,27.302,0.4293,0.3043,0.0944,0.1502,0.4813,0.1502,0.0295,0.1018,0.2016,0.0726,0.0215,0.0375,0.1125,6.795,2.3975,2.248,10.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.0926,0.0,0.2942,9.6158,9.4038,0.0,29.883,0.3086,0.0722,0.1808,0.4541
iccad5,NHSCAD538_2,FP,NHS,HS,gradcam,20,False,10035,10035,10240,30,10,0.0344,0,40,0.3226,0.268,0.1024,1.718,0.0,0.0,0.5385,27.902,0.4556,0.3241,0.0538,0.2156,0.4535,0.1546,0.0183,0.1187,0.2,0.0774,0.0123,0.05,0.1063,6.2668,1.4571,2.676,9.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841,0.1312,0.0,0.5385,9.349,6.6641,0.0,27.344,0.3189,0.0409,0.2459,0.4241
iccad5,NHSCAD538_2,FP,NHS,HS,gradcam_plus,20,False,10035,10035,10240,30,10,0.0344,0,40,0.3438,0.1633,0.1071,3.487,0.0,0.0,0.8442,43.747,0.3334,0.3241,0.0538,0.2156,0.4535,0.1546,0.0183,0.1187,0.2,0.0774,0.0123,0.05,0.1063,6.2668,1.4571,2.676,9.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841,0.1312,0.0,0.5385,9.349,6.6641,0.0,27.344,0.3189,0.0409,0.2459,0.4241
iccad5,NHSCAD538_2,FP,NHS,HS,layercam,20,False,10035,10035,10240,30,10,0.0344,0,40,0.5012,0.2181,0.1129,1.932,0.0,0.0,0.3577,18.535,0.4495,0.3241,0.0538,0.2156,0.4535,0.1546,0.0183,0.1187,0.2,0.0774,0.0123,0.05,0.1063,6.2668,1.4571,2.676,9.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841,0.1312,0.0,0.5385,9.349,6.6641,0.0,27.344,0.3189,0.0409,0.2459,0.4241
iccad5,NHSCAD538_2,FP,NHS,HS,occlusion,20,False,10035,10035,10240,30,10,0.0344,0,40,0.4345,0.2064,0.1026,2.895,0.0,0.0,0.3615,18.734,0.3969,0.3241,0.0538,0.2156,0.4535,0.1546,0.0183,0.1187,0.2,0.0774,0.0123,0.05,0.1063,6.2668,1.4571,2.676,9.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841,0.1312,0.0,0.5385,9.349,6.6641,0.0,27.344,0.3189,0.0409,0.2459,0.4241
iccad5,NHSCAD538_2,FP,NHS,HS,gradcam,30,False,15053,15053,15360,30,10,0.0344,0,40,0.4224,0.2587,0.1216,1.674,0.0,0.0,0.7269,25.111,0.4559,0.3056,0.0355,0.2146,0.3669,0.1491,0.0124,0.1212,0.1697,0.0729,0.0083,0.0508,0.0854,6.8226,1.0983,4.897,9.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742,0.1185,0.05,0.5423,9.2817,4.0101,1.693,18.359,0.3069,0.0282,0.2491,0.3623
iccad5,NHSCAD538_2,FP,NHS,HS,gradcam_plus,30,False,15053,15053,15360,30,10,0.0344,0,40,0.3262,0.1951,0.0785,3.301,0.0,0.0,0.9308,32.153,0.3424,0.3056,0.0355,0.2146,0.3669,0.1491,0.0124,0.1212,0.1697,0.0729,0.0083,0.0508,0.0854,6.8226,1.0983,4.897,9.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742,0.1185,0.05,0.5423,9.2817,4.0101,1.693,18.359,0.3069,0.0282,0.2491,0.3623
iccad5,NHSCAD538_2,FP,NHS,HS,layercam,30,False,15053,15053,15360,30,10,0.0344,0,40,0.4664,0.2085,0.1066,2.149,0.0,0.0,0.5404,18.667,0.4347,0.3056,0.0355,0.2146,0.3669,0.1491,0.0124,0.1212,0.1697,0.0729,0.0083,0.0508,0.0854,6.8226,1.0983,4.897,9.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742,0.1185,0.05,0.5423,9.2817,4.0101,1.693,18.359,0.3069,0.0282,0.2491,0.3623
iccad5,NHSCAD538_2,FP,NHS,HS,occlusion,30,False,15053,15053,15360,30,10,0.0344,0,40,0.4293,0.1923,0.1014,2.939,0.0,0.0,0.5019,17.339,0.3912,0.3056,0.0355,0.2146,0.3669,0.1491,0.0124,0.1212,0.1697,0.0729,0.0083,0.0508,0.0854,6.8226,1.0983,4.897,9.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2742,0.1185,0.05,0.5423,9.2817,4.0101,1.693,18.359,0.3069,0.0282,0.2491,0.3623
iccad5,NHSCAD532_8,FP,NHS,HS,gradcam,10,False,5018,5018,5120,30,7,0.0344,0,28,0.4075,0.4165,0.162,1.478,0.0,0.0,0.3626,26.305,0.4636,0.2207,0.0734,0.025,0.3563,0.1641,0.0426,0.0625,0.2375,0.0528,0.0173,0.0074,0.0844,10.118,4.1415,4.077,20.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189,0.0768,0.0,0.2967,8.4504,5.4627,0.0,21.094,0.2241,0.0604,0.0745,0.3354
iccad5,NHSCAD532_8,FP,NHS,HS,gradcam_plus,10,False,5018,5018,5120,30,7,0.0344,0,28,0.3784,0.3189,0.106,3.188,0.0,0.0,0.4698,34.077,0.3481,0.2207,0.0734,0.025,0.3563,0.1641,0.0426,0.0625,0.2375,0.0528,0.0173,0.0074,0.0844,10.118,4.1415,4.077,20.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189,0.0768,0.0,0.2967,8.4504,5.4627,0.0,21.094,0.2241,0.0604,0.0745,0.3354
iccad5,NHSCAD532_8,FP,NHS,HS,layercam,10,False,5018,5018,5120,30,7,0.0344,0,28,0.4942,0.3338,0.1164,1.892,0.0,0.0,0.1593,11.558,0.4507,0.2207,0.0734,0.025,0.3563,0.1641,0.0426,0.0625,0.2375,0.0528,0.0173,0.0074,0.0844,10.118,4.1415,4.077,20.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189,0.0768,0.0,0.2967,8.4504,5.4627,0.0,21.094,0.2241,0.0604,0.0745,0.3354
iccad5,NHSCAD532_8,FP,NHS,HS,occlusion,10,False,5018,5018,5120,30,7,0.0344,0,28,0.5008,0.3202,0.1184,2.215,0.0,0.0,0.3791,27.501,0.4433,0.2207,0.0734,0.025,0.3563,0.1641,0.0426,0.0625,0.2375,0.0528,0.0173,0.0074,0.0844,10.118,4.1415,4.077,20.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189,0.0768,0.0,0.2967,8.4504,5.4627,0.0,21.094,0.2241,0.0604,0.0745,0.3354
iccad5,NHSCAD532_8,FP,NHS,HS,gradcam,20,False,10035,10035,10240,30,7,0.0344,0,28,0.5043,0.3307,0.0942,1.894,0.0,0.0,0.544,19.731,0.4618,0.245,0.0545,0.1733,0.3701,0.1763,0.0328,0.1187,0.2456,0.0577,0.0121,0.0412,0.0849,9.2926,2.7248,4.12,15.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973,0.1302,0.0,0.4286,7.0117,4.6271,0.0,15.234,0.2424,0.0471,0.1709,0.3357
iccad5,NHSCAD532_8,FP,NHS,HS,gradcam_plus,20,False,10035,10035,10240,30,7,0.0344,0,28,0.4306,0.3125,0.0939,2.768,0.0,0.0,0.6896,25.012,0.3833,0.245,0.0545,0.1733,0.3701,0.1763,0.0328,0.1187,0.2456,0.0577,0.0121,0.0412,0.0849,9.2926,2.7248,4.12,15.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973,0.1302,0.0,0.4286,7.0117,4.6271,0.0,15.234,0.2424,0.0471,0.1709,0.3357
iccad5,NHSCAD532_8,FP,NHS,HS,layercam,20,False,10035,10035,10240,30,7,0.0344,0,28,0.4501,0.3071,0.1027,2.379,0.0,0.0,0.3956,14.35,0.409,0.245,0.0545,0.1733,0.3701,0.1763,0.0328,0.1187,0.2456,0.0577,0.0121,0.0412,0.0849,9.2926,2.7248,4.12,15.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973,0.1302,0.0,0.4286,7.0117,4.6271,0.0,15.234,0.2424,0.0471,0.1709,0.3357
iccad5,NHSCAD532_8,FP,NHS,HS,occlusion,20,False,10035,10035,10240,30,7,0.0344,0,28,0.4511,0.2985,0.1063,2.745,0.0,0.0,0.5,18.137,0.3956,0.245,0.0545,0.1733,0.3701,0.1763,0.0328,0.1187,0.2456,0.0577,0.0121,0.0412,0.0849,9.2926,2.7248,4.12,15.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973,0.1302,0.0,0.4286,7.0117,4.6271,0.0,15.234,0.2424,0.0471,0.1709,0.3357
iccad5,NHSCAD532_8,FP,NHS,HS,gradcam,30,False,15053,15053,15360,30,7,0.0344,0,28,0.4523,0.3128,0.1001,2.191,0.0,0.0,0.7115,17.206,0.4192,0.2359,0.0351,0.153,0.3083,0.172,0.019,0.1314,0.2104,0.0558,0.0079,0.0365,0.0708,9.609,1.7632,6.664,12.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.1641,0.0,0.6209,7.5088,3.8898,0.0,14.714,0.2363,0.0287,0.1768,0.3011
iccad5,NHSCAD532_8,FP,NHS,HS,gradcam_plus,30,False,15053,15053,15360,30,7,0.0344,0,28,0.4328,0.3013,0.0907,2.758,0.0,0.0,0.9478,22.919,0.385,0.2359,0.0351,0.153,0.3083,0.172,0.019,0.1314,0.2104,0.0558,0.0079,0.0365,0.0708,9.609,1.7632,6.664,12.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.1641,0.0,0.6209,7.5088,3.8898,0.0,14.714,0.2363,0.0287,0.1768,0.3011
iccad5,NHSCAD532_8,FP,NHS,HS,layercam,30,False,15053,15053,15360,30,7,0.0344,0,28,0.4117,0.2846,0.0932,2.896,0.0,0.0,0.5962,14.416,0.3758,0.2359,0.0351,0.153,0.3083,0.172,0.019,0.1314,0.2104,0.0558,0.0079,0.0365,0.0708,9.609,1.7632,6.664,12.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.1641,0.0,0.6209,7.5088,3.8898,0.0,14.714,0.2363,0.0287,0.1768,0.3011
iccad5,NHSCAD532_8,FP,NHS,HS,occlusion,30,False,15053,15053,15360,30,7,0.0344,0,28,0.4097,0.2718,0.0973,3.208,0.0,0.0,0.6923,16.741,0.3672,0.2359,0.0351,0.153,0.3083,0.172,0.019,0.1314,0.2104,0.0558,0.0079,0.0365,0.0708,9.609,1.7632,6.664,12.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.1641,0.0,0.6209,7.5088,3.8898,0.0,14.714,0.2363,0.0287,0.1768,0.3011
iccad5,NHSCAD59_2,FP,NHS,HS,gradcam,10,False,5018,5018,5120,30,12,0.0344,0,46,0.2975,0.2716,0.1084,1.61,0.0,0.0,0.301,35.871,0.4437,0.3384,0.0767,0.2119,0.4875,0.1719,0.0238,0.1256,0.2125,0.0832,0.0175,0.0521,0.1174,5.0039,1.8418,2.213,8.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1223,0.081,0.0,0.3696,14.2837,9.4629,0.0,43.164,0.3387,0.059,0.2276,0.4629
iccad5,NHSCAD59_2,FP,NHS,HS,gradcam_plus,10,False,5018,5018,5120,30,12,0.0344,0,46,0.2208,0.1435,0.0833,5.146,0.0,0.0,0.4933,58.788,0.2166,0.3384,0.0767,0.2119,0.4875,0.1719,0.0238,0.1256,0.2125,0.0832,0.0175,0.0521,0.1174,5.0039,1.8418,2.213,8.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1223,0.081,0.0,0.3696,14.2837,9.4629,0.0,43.164,0.3387,0.059,0.2276,0.4629
