sample_id,true_label,old_case_type,new_case_type,old_pred,new_pred,pred_agree,old_zero,new_zero,transition,old_norm,new_norm,old_n_active,new_n_active,cosine_old_vs_new
NNHSCAD51271.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.6523,29.8686,6,5,0.4452
NNHSCAD51271.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.0862,19.6144,6,5,0.5208
NNHSCAD51271.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.26,30.1658,6,4,0.1735
NNHSCAD51271.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.6523,29.8686,6,5,0.4452
NNHSCAD51272.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,27.2722,29.5892,7,5,0.2736
NNHSCAD51272.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.6556,14.5387,6,4,0.2635
NNHSCAD51272.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.0849,27.4302,3,4,0.2714
NNHSCAD51272.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.9691,23.1943,7,5,0.3514
NNHSCAD51272.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.3291,28.4297,3,3,0.0667
NNHSCAD51272.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.4788,22.1029,6,5,0.4796
NNHSCAD51272.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.8149,21.8292,7,4,0.2564
NNHSCAD51272.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.967,24.7086,3,3,0.2601
NNHSCAD51273.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51273.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.0622,46.3359,8,8,0.3223
NNHSCAD51273.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51273.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51273.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51273.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51273.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.0622,46.3359,8,8,0.3223
NNHSCAD51273.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51274.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51274.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.0622,46.3359,8,8,0.3223
NNHSCAD51274.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51274.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51274.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51274.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51274.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.0622,46.3359,8,8,0.3223
NNHSCAD51274.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51275.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.5759,44.8112,8,6,0.2716
NNHSCAD51275.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.1744,23.0026,8,8,0.4746
NNHSCAD51275.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51275.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.5759,44.8112,8,6,0.2716
NNHSCAD51275.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51275.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.5759,44.8112,8,6,0.2716
NNHSCAD51275.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.1744,23.0026,8,8,0.4746
NNHSCAD51275.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51276.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51276.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.9799,44.0324,8,6,0.2544
NNHSCAD51276.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.5945,45.915,8,6,0.4633
NNHSCAD51276.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51276.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.3293,44.8261,8,6,0.4088
NNHSCAD51276.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51276.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.6175,46.0968,6,6,0.1989
NNHSCAD51276.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.0955,42.3584,8,7,0.3921
NNHSCAD51277.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.1721,25.7841,4,5,0.2877
NNHSCAD51277.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.6711,6.781,2,2,0.0
NNHSCAD51277.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.0071,46.6238,6,7,0.1532
NNHSCAD51277.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.5682,18.1233,4,5,0.1702
NNHSCAD51277.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.0071,46.6238,6,7,0.1532
NNHSCAD51277.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.5712,18.686,4,5,0.3128
NNHSCAD51277.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.6711,6.781,2,2,0.0
NNHSCAD51277.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,29.0071,46.6238,6,7,0.1532
NNHSCAD51278.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.8622,32.0228,6,5,0.2815
NNHSCAD51278.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,27.1926,28.6079,7,6,0.4149
NNHSCAD51278.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8589,35.047,8,7,0.3603
NNHSCAD51278.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.8622,32.0228,6,5,0.2815
NNHSCAD51278.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8589,35.047,8,7,0.3603
NNHSCAD51278.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.8622,32.0228,6,5,0.2815
NNHSCAD51278.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,27.1926,28.6079,7,6,0.4149
NNHSCAD51278.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8589,35.047,8,7,0.3603
NNHSCAD51279.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51279.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.4395,34.6671,8,8,0.4026
NNHSCAD51279.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51279.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.5608,34.8067,9,8,0.3722
NNHSCAD51279.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51279.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51279.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.546,36.663,8,9,0.3981
NNHSCAD51279.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD5128.png1,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,4.6282,0,1,
NNHSCAD5128.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.114,27.9267,6,3,0.3942
NNHSCAD5128.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.1152,12.5518,5,2,0.0
NNHSCAD5128.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,11.4587,21.8115,5,4,0.3492
NNHSCAD5128.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.7828,40.4118,6,7,0.1606
NNHSCAD5128.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.1906,22.5105,5,4,0.1406
NNHSCAD5128.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,27.5002,31.9109,8,6,0.3853
NNHSCAD5128.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.2255,41.6087,6,6,0.1281
NNHSCAD51280.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.0593,34.1013,9,8,0.3633
NNHSCAD51280.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.4837,35.0322,9,9,0.4027
NNHSCAD51280.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.1051,31.4937,7,8,0.4578
NNHSCAD51280.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.0593,34.1013,9,8,0.3633
NNHSCAD51280.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.1051,31.4937,7,8,0.4578
NNHSCAD51280.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.0593,34.1013,9,8,0.3633
NNHSCAD51280.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.4837,35.0322,9,9,0.4027
NNHSCAD51280.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.1051,31.4937,7,8,0.4578
NNHSCAD51281.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.274,38.3844,7,7,0.306
NNHSCAD51281.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.0575,27.1488,6,5,0.4719
NNHSCAD51281.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.2114,34.7359,8,7,0.4908
NNHSCAD51281.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.5336,41.1575,7,7,0.2935
NNHSCAD51281.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,36.6045,37.1892,8,6,0.4724
NNHSCAD51281.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.676,30.7135,6,6,0.277
NNHSCAD51281.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.6865,18.4969,6,5,0.5676
NNHSCAD51281.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,37.6637,37.9031,8,7,0.4477
NNHSCAD51282.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,11.3967,23.4976,4,5,0.0
NNHSCAD51282.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.3463,22.2234,5,3,0.0
NNHSCAD51282.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.5151,29.749,6,4,0.1959
NNHSCAD51282.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.7869,13.8444,3,2,0.0
NNHSCAD51282.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.7248,26.571,6,4,0.3678
NNHSCAD51282.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,4.1178,11.0768,2,2,0.0
NNHSCAD51282.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,2.7827,15.4397,2,3,0.0
NNHSCAD51282.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.5217,24.3148,5,4,0.3873
NNHSCAD51283.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,39.3816,37.8422,8,6,0.4109
NNHSCAD51283.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.1097,30.0271,6,3,0.3436
NNHSCAD51283.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.5222,38.0535,8,7,0.4625
NNHSCAD51283.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.7098,30.1257,8,5,0.4125
NNHSCAD51283.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.5131,21.7662,6,5,0.452
NNHSCAD51283.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,36.6666,35.8072,8,7,0.4073
NNHSCAD51283.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.5572,34.1853,6,4,0.3677
NNHSCAD51283.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.7737,20.9671,5,5,0.5315
NNHSCAD51284.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.539,32.937,8,8,0.3422
NNHSCAD51284.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,37.0255,41.337,8,7,0.4221
NNHSCAD51284.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51284.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.539,32.937,8,8,0.3422
NNHSCAD51284.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51284.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,32.539,32.937,8,8,0.3422
NNHSCAD51284.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,37.0255,41.337,8,7,0.4221
NNHSCAD51284.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51285.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,14.2828,17.7114,4,5,0.3318
NNHSCAD51285.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.0811,24.2467,5,6,0.4005
NNHSCAD51285.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51285.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.8142,16.5394,5,5,0.2926
NNHSCAD51285.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51285.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.0327,17.8206,7,3,0.2453
NNHSCAD51285.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.7114,27.8925,6,6,0.3736
NNHSCAD51285.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.4958,28.9441,10,8,0.424
NNHSCAD51286.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51286.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,30.6578,42.579,8,6,0.1785
NNHSCAD51286.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.097,26.2041,5,5,0.1472
NNHSCAD51286.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51286.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,9.1587,18.7099,4,4,0.0485
NNHSCAD51286.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51286.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.7213,35.7056,8,5,0.2481
NNHSCAD51286.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.5749,21.874,5,5,0.1598
NNHSCAD51287.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,9.0563,14.6268,4,3,0.0
NNHSCAD51287.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.192,24.0901,6,4,0.2866
NNHSCAD51287.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.2805,28.0728,5,5,0.384
NNHSCAD51287.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.3406,14.9022,4,3,0.0
NNHSCAD51287.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.2451,28.2086,5,5,0.3637
NNHSCAD51287.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.8611,16.0077,3,3,0.0
NNHSCAD51287.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.7864,38.0151,7,4,0.271
NNHSCAD51287.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.6483,28.2643,5,5,0.3997
NNHSCAD51288.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51288.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.1879,35.8282,8,8,0.3461
NNHSCAD51288.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.4836,31.0698,8,5,0.4429
NNHSCAD51288.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51288.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.4836,31.0698,8,5,0.4429
NNHSCAD51288.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51288.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.1879,35.8282,8,8,0.3461
NNHSCAD51288.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,31.9105,25.7659,8,5,0.4758
NNHSCAD51289.png1,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,3.2686,0,1,
NNHSCAD51289.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.8126,21.241,5,3,0.3299
NNHSCAD51289.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.9868,14.6765,2,3,0.0095
NNHSCAD51289.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.5443,17.7671,4,3,0.0
NNHSCAD51289.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,2.0683,11.4465,1,2,0.0
NNHSCAD51289.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.8943,20.0831,7,4,0.3359
NNHSCAD51289.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,9.724,13.9852,2,2,0.0
NNHSCAD51289.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.9473,28.4862,6,5,0.1456
NNHSCAD5129.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.4212,22.7874,4,5,0.0348
NNHSCAD5129.png2,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,6.5689,0,2,
NNHSCAD5129.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.3187,11.6139,2,2,0.0
NNHSCAD5129.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.4212,22.7874,4,5,0.0348
NNHSCAD5129.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.3187,11.6139,2,2,0.0
NNHSCAD5129.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.4212,22.7874,4,5,0.0348
NNHSCAD5129.png8,NHS,FP,TN,0,1,False,True,False,zero->nonzero,0.0,6.5689,0,2,
NNHSCAD5129.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,6.3187,11.6139,2,2,0.0
NNHSCAD51290.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,9.5616,21.3997,4,3,0.0
NNHSCAD51290.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.1196,19.5841,6,3,0.0599
NNHSCAD51290.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.2554,29.9656,5,6,0.4495
NNHSCAD51290.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.6097,17.8137,3,2,0.0
NNHSCAD51290.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.9117,19.2627,5,4,0.485
NNHSCAD51290.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,16.2443,19.3524,4,4,0.0
NNHSCAD51290.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.1196,19.5841,6,3,0.0599
NNHSCAD51290.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.5759,24.4105,6,5,0.4913
NNHSCAD51291.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,12.4678,23.1242,4,4,0.0
NNHSCAD51291.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.0901,25.2707,6,4,0.0056
NNHSCAD51291.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,35.3888,34.9708,8,6,0.3124
NNHSCAD51291.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,10.8242,20.4261,3,3,0.0
NNHSCAD51291.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,35.3569,37.318,8,8,0.3238
NNHSCAD51291.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.6578,23.2895,6,5,0.2196
NNHSCAD51291.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.105,23.6481,6,5,0.0589
NNHSCAD51291.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,38.9187,36.3637,8,7,0.4341
NNHSCAD51292.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.8828,22.8302,5,5,0.046
NNHSCAD51292.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.0095,30.6106,7,7,0.4441
NNHSCAD51292.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,24.7902,37.5999,7,4,0.2248
NNHSCAD51292.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,13.8828,22.8302,5,5,0.046
NNHSCAD51292.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.5977,24.8094,8,5,0.2723
NNHSCAD51292.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.7735,13.6364,3,2,0.0
NNHSCAD51292.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.9356,18.9547,6,3,0.3293
NNHSCAD51292.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,18.0173,31.3418,5,7,0.191
NNHSCAD51293.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51293.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.4828,37.9207,8,7,0.2968
NNHSCAD51293.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.6985,22.1463,2,5,0.0215
NNHSCAD51293.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51293.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,8.6666,19.9595,3,3,0.0
NNHSCAD51293.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51293.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.278,38.6981,8,7,0.3021
NNHSCAD51293.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.3373,32.0353,7,6,0.2717
NNHSCAD51294.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51294.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.4828,37.9207,8,7,0.2968
NNHSCAD51294.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.2545,22.2911,6,4,0.3548
NNHSCAD51294.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51294.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,15.1854,20.5912,5,5,0.4793
NNHSCAD51294.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.8826,57.5203,8,9,0.4111
NNHSCAD51294.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,34.4828,37.9207,8,7,0.2968
NNHSCAD51294.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,17.4387,26.3756,6,5,0.3335
NNHSCAD51295.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,28.5093,22.7812,7,5,0.5026
NNHSCAD51295.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.8489,36.216,8,6,0.333
NNHSCAD51295.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,19.4763,25.4124,6,4,0.4181
NNHSCAD51295.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,28.5093,22.7812,7,5,0.5026
NNHSCAD51295.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.1774,27.0249,6,4,0.4115
NNHSCAD51295.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,28.5093,22.7812,7,5,0.5026
NNHSCAD51295.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,25.8489,36.216,8,6,0.333
NNHSCAD51295.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,20.1774,27.0249,6,4,0.4115
NNHSCAD51296.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.517,34.6501,7,9,0.3667
NNHSCAD51296.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,7.67,9.5299,3,2,0.4097
NNHSCAD51296.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.7665,34.4171,6,8,0.4436
NNHSCAD51296.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,22.3557,34.8098,7,9,0.372
NNHSCAD51296.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,23.6284,31.3223,5,8,0.4346
NNHSCAD51296.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,21.6371,34.2444,6,8,0.3792
NNHSCAD51296.png8,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.9075,35.2614,7,6,0.2644
NNHSCAD51296.png9,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,26.4879,36.6461,7,6,0.3299
NNHSCAD51297.png1,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.6543,57.2787,8,9,0.3714
NNHSCAD51297.png2,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.3934,45.3896,8,8,0.4129
NNHSCAD51297.png3,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,28.792,33.1999,7,8,0.385
NNHSCAD51297.png4,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.6543,57.2787,8,9,0.3714
NNHSCAD51297.png6,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,28.792,33.1999,7,8,0.385
NNHSCAD51297.png7,NHS,TN,TN,1,1,True,False,False,nonzero->nonzero,33.6543,57.2787,8,9,0.3714
